survival_functions,epochs,chance_rot_cycle,chance_rot_right,chance_invert,chance_erase_stop,chance_add_stop,chance_add_stop_mix,chance_replace_stops,chance_replace_stops_proximity,chance_create_line,chance_cycle,chance_erase_line,chance_merge,chance_merge_mix,chance_split,cycle_stops_shift,chance_merge_specimen,chance_cycle_stops_shift,chance_line_based_merge,fitness
1,100,0.5,0.5,0.5,0.2,0.2,0.2,0.8,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.2,0.8,30.12361178798049
1,100,0.5,0.5,0.5,0.2,0.2,0.2,0.8,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.8,0.8,31.449149672246858
1,100,0.5,0.5,0.5,0.2,0.2,0.2,0.8,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.8,0.2,32.548820455966855
1,100,0.5,0.5,0.5,0.2,0.2,0.2,0.8,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.2,0.2,32.32970039361262
1,100,0.5,0.5,0.5,0.2,0.2,0.2,0.8,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.8,0.8,31.323704425404383
1,100,0.5,0.5,0.5,0.2,0.2,0.2,0.8,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.8,0.2,31.621430735237325
1,100,0.5,0.5,0.5,0.2,0.2,0.2,0.8,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.2,0.8,31.54908493895728
1,100,0.5,0.5,0.5,0.2,0.2,0.2,0.8,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.2,0.2,31.46363849074719
1,100,0.5,0.5,0.5,0.2,0.2,0.2,0.8,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.8,0.8,31.44503029523098
1,100,0.5,0.5,0.5,0.2,0.2,0.2,0.8,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.2,0.8,32.03116413398745
1,100,0.5,0.5,0.5,0.2,0.2,0.2,0.8,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.8,0.2,32.03477006139235
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.2,0.2,31.545810870180578
1,100,0.5,0.5,0.5,0.2,0.2,0.2,0.8,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.8,0.8,31.248641827429527
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.8,0.2,30.323673246787422
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.2,0.8,29.904641886713268
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.2,0.2,31.290423386010556
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.8,0.8,30.232709823779746
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.2,0.8,29.5847860825212
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.8,0.2,29.70568328787066
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.2,0.2,31.76097093656414
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.8,0.8,31.007335050986512
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.8,0.2,29.823484979846103
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.2,0.8,30.11281491505947
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.2,0.2,30.961498445168672
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.8,0.8,30.014647727947395
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.8,0.2,29.21599206277723
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.2,0.8,30.924443513597385
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.8,0.8,29.33677777425525
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.2,0.2,30.98678830694455
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.8,0.2,30.25547961588765
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.2,0.8,30.01081291476828
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.2,0.2,30.474105921400405
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.8,0.8,30.957495177715362
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.8,0.2,30.341942756199085
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.2,0.8,30.271187480487725
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.2,0.2,31.080700214110475
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.8,0.8,29.571972753174567
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.2,0.8,29.61385711220541
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.8,0.2,30.51941865369699
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.8,0.8,28.440323259624595
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.2,0.2,31.123762487405486
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.8,0.2,30.33976980477308
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.2,0.8,30.254794934582453
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.2,0.2,30.54714162222857
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.2,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.8,0.8,29.647598083014866
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.2,0.2,29.94365900783804
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.8,0.2,31.240157801914588
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.2,0.8,31.014969187919494
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.8,0.8,28.910447329986102
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.8,0.2,28.668491139647685
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.2,0.8,30.8672817657699
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.2,0.2,31.084592193836784
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.8,0.8,29.858136736767886
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.2,0.8,30.302045301945792
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.2,0.2,30.95104228003639
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.8,0.2,30.485384032634496
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.8,0.8,30.245853482734915
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.8,0.2,30.971959512436545
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.2,0.8,31.26559064630312
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.8,0.8,30.101004243434446
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.2,0.2,30.75868046136325
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.8,0.2,29.045113722715815
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.2,0.8,30.165750258093116
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.8,0.8,29.451509773493992
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.2,0.2,29.925163434127985
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.8,0.2,30.73924648108375
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.2,0.8,30.47202502735225
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.2,0.2,30.398440618383358
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.8,0.8,29.810536772830346
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.8,0.2,28.642837550287634
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.2,0.2,29.900407150936285
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.2,0.8,29.992358096472525
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.8,0.8,29.904945899180763
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.8,0.2,30.07636006343168
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.2,0.8,31.006448032489203
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.2,0.2,33.826557111852765
1,100,0.5,0.5,0.5,0.2,0.2,0.8,0.8,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.8,0.8,28.852376809237413
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.8,0.2,32.97940318153754
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.2,0.8,32.39217281162354
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.8,0.8,32.92338600225518
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.2,0.2,32.661625733834406
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.2,0.8,32.82201479932781
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.8,0.2,31.624638184686727
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.2,0.2,34.63287607378101
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.8,0.8,32.212969996802464
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.8,0.2,32.49772596737628
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.2,0.8,32.276489793699135
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.2,0.2,33.79517105342896
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.8,0.8,32.70590654437794
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.8,0.2,32.59505308102667
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.2,0.8,32.94090005121462
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.2,0.2,32.03024537956552
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.8,0.8,31.99931031910962
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.8,0.2,31.12976191039111
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.2,0.8,31.680880340783272
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.8,0.8,30.709977292162595
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.2,0.2,32.30045550532285
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.8,0.2,31.468555906045356
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.2,0.8,32.149770172209486
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.2,0.2,33.7413875477287
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.8,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.8,0.8,30.669898559639744
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.8,0.2,30.981848326881234
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.2,0.2,32.98625935196523
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.2,0.8,31.521175338679843
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.8,0.8,31.52941995408249
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.2,0.8,32.50692062106752
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.8,0.2,31.389113400373855
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.8,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.2,0.2,32.69468884679629
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.2,0.8,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.8,0.8,31.234752482183307
1,100,0.5,0.5,0.5,0.2,0.8,0.2,0.8,0.2,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.2,0.8,31.861632830568187
