survival_functions,epochs,chance_rot_cycle,chance_rot_right,chance_invert,chance_erase_stop,chance_add_stop,chance_add_stop_mix,chance_replace_stops,chance_replace_stops_proximity,chance_create_line,chance_cycle,chance_erase_line,chance_merge,chance_merge_mix,chance_split,cycle_stops_shift,chance_merge_specimen,chance_cycle_stops_shift,chance_line_based_merge,fitness
1,100,0.5,0.5,0.5,0.1,0.1,0.1,0.3,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.3,0.1,33.41048243023916
1,100,0.5,0.5,0.5,0.1,0.1,0.1,0.3,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.3,0.3,33.834791087994525
1,100,0.5,0.5,0.5,0.1,0.1,0.1,0.3,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.1,0.1,35.39488498724803
1,100,0.5,0.5,0.5,0.1,0.1,0.1,0.3,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.1,0.3,34.24881074488834
1,100,0.5,0.5,0.5,0.1,0.1,0.1,0.3,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.3,0.1,34.12527942995484
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.1,0.1,33.97345975978394
1,100,0.5,0.5,0.5,0.1,0.1,0.1,0.3,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.3,0.3,34.87558637152721
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.3,0.1,33.56741768604186
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.1,0.3,34.75880166872492
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.1,0.1,33.89016551331824
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.3,0.3,34.13868890827974
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.1,0.3,34.01874918771028
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.3,0.1,34.458004008018946
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.1,0.1,34.477993269701834
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.3,0.3,33.853711858467655
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.3,0.1,34.667690658185315
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.1,0.3,34.4342126143002
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.3,0.3,34.64643143075147
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.1,0.1,34.880686347319916
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.1,0.3,33.41349988719036
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.3,0.1,34.18306484232481
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.1,0.1,33.73557446196069
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.3,0.3,33.893513316128214
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.3,0.1,33.41481668730151
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.1,0.3,33.723088087957514
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.1,0.1,34.461857965895845
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.3,0.3,33.045064654059196
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.1,0.3,34.11491488102707
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.3,0.1,33.90502292536982
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.1,0.1,34.79047996717213
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.3,0.3,33.052564463076315
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.3,0.1,34.94491439787007
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.1,0.3,34.02020568548999
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.1,0.1,34.339539732827774
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.3,0.3,34.55821544878648
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.1,0.3,33.85389689290022
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.3,0.1,34.519521779347514
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.1,0.1,34.31446148388696
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.3,0.3,34.19374119250793
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.1,0.3,34.11685418671012
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.3,0.1,33.41336455571941
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.1,0.1,34.31319615595371
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.3,0.3,32.40424317371
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.1,0.3,33.87282515203301
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.3,0.1,34.07265333867554
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.1,0.1,33.818804448976856
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.3,0.3,33.674047368671914
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.3,0.1,33.95456494051502
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.1,0.3,33.69115863711713
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.1,0.1,33.70046642575147
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.3,0.3,33.88009416671054
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.1,0.3,33.510099758895485
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.3,0.1,33.8964027582831
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.1,0.1,33.99203959578275
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.3,0.3,33.450070591814374
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.1,0.3,34.24414398627579
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.3,0.1,33.01501124038877
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.1,0.1,33.969591772890276
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.3,0.3,33.747897956127694
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.3,0.1,33.219946541407694
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.1,0.3,33.19540166529771
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.1,0.1,34.232329406628864
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.3,0.3,34.47694906537069
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.3,0.1,34.325744189077234
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.1,0.3,34.41645687201534
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.1,0.1,34.09369597719671
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.3,0.3,33.620286892482454
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.1,0.3,32.80443019567584
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.3,0.1,33.19727114789293
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.1,0.1,34.969531234201035
1,100,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.3,0.3,33.73498346313144
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.1,0.3,35.324216605701764
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.3,0.1,35.43827909291221
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.1,0.1,35.561549496008844
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.3,0.3,34.4814533154669
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.3,0.1,34.46199807000324
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.1,0.3,35.607311611254225
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.1,0.1,35.44636746658172
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.3,0.3,34.641046661125976
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.3,0.1,33.727324562576996
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.1,0.3,34.93175708150466
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.1,0.1,35.53080752083155
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.3,0.1,34.49557097503679
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.3,0.3,35.202245082737726
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.1,0.3,34.33938355708511
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.1,0.1,34.64375335597354
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.3,0.3,34.76582974421779
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.1,0.3,35.34123605272243
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.3,0.1,35.06045937242274
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.1,0.1,35.44720911784178
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.3,0.3,33.88620408803751
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.3,0.1,35.22035385417785
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.1,0.3,35.596913288813795
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.1,0.1,35.00719886597849
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.25,0.25,0.2,0.75,0.8,0.5,0.3,0.3,34.91470832150442
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.1,0.3,34.623229049821894
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.3,0.1,35.679012084733
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.1,0.1,34.987215503465954
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.2,0.5,0.3,0.3,35.06975254246813
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.1,0.3,35.130442809059794
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.25,0.25,0.8,0.75,0.8,0.5,0.3,0.1,34.97264526499606
1,100,0.5,0.5,0.5,0.1,0.3,0.1,0.3,0.1,0.1,0.1,0.25,0.25,0.2,0.75,0.2,0.5,0.1,0.1,35.904126771247284
