survival_functions,epochs,chance_create_line,chance_cycle,chance_erase_line,chance_invert,chance_merge,chance_merge_specimen,chance_rot_cycle,chance_rot_right,chance_split,fitness
0,100,0.2,0.2,0.8,0.2,0.2,0.2,0.8,0.2,0.8,29.682856367193057
0,100,0.2,0.2,0.8,0.2,0.2,0.8,0.2,0.2,0.2,26.9680106431326
0,100,0.2,0.2,0.8,0.2,0.2,0.8,0.2,0.8,0.2,26.046027689834677
0,100,0.2,0.2,0.8,0.2,0.2,0.8,0.2,0.2,0.8,29.905636659991384
0,100,0.2,0.2,0.8,0.2,0.2,0.2,0.8,0.8,0.8,29.28026368642323
0,100,0.2,0.2,0.8,0.2,0.2,0.8,0.2,0.8,0.8,28.338444974238005
0,100,0.2,0.2,0.8,0.2,0.2,0.8,0.8,0.2,0.2,27.948246177487665
0,100,0.2,0.2,0.8,0.2,0.2,0.8,0.8,0.8,0.2,27.513547785329408
0,100,0.2,0.2,0.8,0.2,0.2,0.8,0.8,0.2,0.8,30.324018602931897
0,100,0.2,0.2,0.8,0.2,0.8,0.2,0.2,0.8,0.2,25.035475254981048
0,100,0.2,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.2,23.26630033369287
0,100,0.2,0.2,0.8,0.2,0.2,0.8,0.8,0.8,0.8,30.947066843516144
0,100,0.2,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.2,22.714742982718093
0,100,0.2,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.8,26.24579829334081
0,100,0.2,0.2,0.8,0.2,0.8,0.2,0.2,0.8,0.8,26.909648263310178
0,100,0.2,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,27.750629716094025
0,100,0.2,0.2,0.8,0.2,0.8,0.2,0.8,0.8,0.2,22.29644918242767
0,100,0.2,0.2,0.8,0.2,0.8,0.8,0.2,0.2,0.2,24.786804016035322
0,100,0.2,0.2,0.8,0.2,0.8,0.8,0.2,0.8,0.2,22.54162973595439
0,100,0.2,0.2,0.8,0.2,0.8,0.8,0.2,0.2,0.8,25.566329450959113
0,100,0.2,0.2,0.8,0.2,0.8,0.2,0.8,0.8,0.8,27.344135297566783
0,100,0.2,0.2,0.8,0.2,0.8,0.8,0.8,0.2,0.2,20.648555739691176
0,100,0.2,0.2,0.8,0.2,0.8,0.8,0.2,0.8,0.8,26.09265175787698
0,100,0.2,0.2,0.8,0.2,0.8,0.8,0.8,0.8,0.2,21.590512423883496
0,100,0.2,0.2,0.8,0.2,0.8,0.8,0.8,0.2,0.8,27.623357689743596
0,100,0.2,0.2,0.8,0.2,0.8,0.8,0.8,0.8,0.8,27.026669260305848
0,100,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.2,0.2,29.999856548270042
0,100,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.2,0.8,30.33265259254452
0,100,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.8,0.2,29.199952066071386
0,100,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.8,0.8,29.893211644265275
0,100,0.2,0.2,0.8,0.8,0.2,0.2,0.8,0.2,0.2,29.55489574414953
0,100,0.2,0.2,0.8,0.8,0.2,0.2,0.8,0.2,0.8,30.682373216296693
0,100,0.2,0.2,0.8,0.8,0.2,0.2,0.8,0.8,0.2,28.38358507903905
0,100,0.2,0.2,0.8,0.8,0.2,0.8,0.2,0.2,0.2,27.340184273233533
0,100,0.2,0.2,0.8,0.8,0.2,0.2,0.8,0.8,0.8,30.191641784816586
0,100,0.2,0.2,0.8,0.8,0.2,0.8,0.2,0.8,0.2,27.53504840885601
0,100,0.2,0.2,0.8,0.8,0.2,0.8,0.2,0.2,0.8,29.96124225716767
0,100,0.2,0.2,0.8,0.8,0.2,0.8,0.2,0.8,0.8,30.039206245203985
0,100,0.2,0.2,0.8,0.8,0.2,0.8,0.8,0.2,0.2,27.97931569982761
0,100,0.2,0.2,0.8,0.8,0.2,0.8,0.8,0.2,0.8,30.92627700997045
0,100,0.2,0.2,0.8,0.8,0.2,0.8,0.8,0.8,0.2,27.222093451613507
0,100,0.2,0.2,0.8,0.8,0.8,0.2,0.2,0.2,0.2,27.192442771236973
0,100,0.2,0.2,0.8,0.8,0.2,0.8,0.8,0.8,0.8,30.866799986935245
0,100,0.2,0.2,0.8,0.8,0.8,0.2,0.2,0.2,0.8,29.09167521335205
0,100,0.2,0.2,0.8,0.8,0.8,0.2,0.2,0.8,0.2,23.051171599458247
0,100,0.2,0.2,0.8,0.8,0.8,0.2,0.2,0.8,0.8,27.167004784800998
0,100,0.2,0.2,0.8,0.8,0.8,0.2,0.8,0.2,0.2,22.086959604749463
0,100,0.2,0.2,0.8,0.8,0.8,0.2,0.8,0.8,0.2,21.310011105010204
0,100,0.2,0.2,0.8,0.8,0.8,0.8,0.2,0.2,0.2,23.503396951464925
0,100,0.2,0.2,0.8,0.8,0.8,0.2,0.8,0.2,0.8,26.54561141875085
0,100,0.2,0.2,0.8,0.8,0.8,0.8,0.2,0.2,0.8,28.252013955288135
0,100,0.2,0.2,0.8,0.8,0.8,0.2,0.8,0.8,0.8,26.22827906958736
0,100,0.2,0.2,0.8,0.8,0.8,0.8,0.2,0.8,0.2,23.175323458810425
0,100,0.2,0.2,0.8,0.8,0.8,0.8,0.2,0.8,0.8,27.4955106150255
0,100,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.2,25.20365831790099
0,100,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.2,26.976657850987536
0,100,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.8,28.944297167011076
0,100,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,28.776880792945025
0,100,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,30.3841790298567
0,100,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.8,0.2,30.099464173857246
0,100,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.8,30.692503871805325
0,100,0.2,0.8,0.2,0.2,0.2,0.2,0.8,0.2,0.2,29.93224807325326
0,100,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.8,0.8,31.36604033219835
0,100,0.2,0.8,0.2,0.2,0.2,0.2,0.8,0.8,0.2,30.17669106534751
0,100,0.2,0.8,0.2,0.2,0.2,0.2,0.8,0.2,0.8,30.1117044842878
0,100,0.2,0.8,0.2,0.2,0.2,0.8,0.2,0.2,0.2,28.92630570359219
0,100,0.2,0.8,0.2,0.2,0.2,0.8,0.2,0.2,0.8,29.94545657572154
0,100,0.2,0.8,0.2,0.2,0.2,0.2,0.8,0.8,0.8,30.777543857384817
0,100,0.2,0.8,0.2,0.2,0.2,0.8,0.2,0.8,0.2,28.12570989823145
0,100,0.2,0.8,0.2,0.2,0.2,0.8,0.8,0.2,0.2,27.392192833878937
0,100,0.2,0.8,0.2,0.2,0.2,0.8,0.2,0.8,0.8,29.857491141943942
0,100,0.2,0.8,0.2,0.2,0.2,0.8,0.8,0.2,0.8,28.57508787817152
0,100,0.2,0.8,0.2,0.2,0.2,0.8,0.8,0.8,0.2,28.4757916291715
0,100,0.2,0.8,0.2,0.2,0.8,0.2,0.2,0.2,0.2,25.119496776436794
0,100,0.2,0.8,0.2,0.2,0.2,0.8,0.8,0.8,0.8,27.951334539123764
0,100,0.2,0.8,0.2,0.2,0.8,0.2,0.2,0.8,0.2,24.707875482307827
0,100,0.2,0.8,0.2,0.2,0.8,0.2,0.2,0.2,0.8,26.673492349079982
0,100,0.2,0.8,0.2,0.2,0.8,0.2,0.8,0.2,0.2,24.372855513098937
0,100,0.2,0.8,0.2,0.2,0.8,0.2,0.2,0.8,0.8,28.242815214269097
0,100,0.2,0.8,0.2,0.2,0.8,0.2,0.8,0.2,0.8,24.80035510920661
0,100,0.2,0.8,0.2,0.2,0.8,0.2,0.8,0.8,0.2,22.968819494311607
0,100,0.2,0.8,0.2,0.2,0.8,0.8,0.2,0.2,0.2,23.032361372219388
0,100,0.2,0.8,0.2,0.2,0.8,0.8,0.2,0.8,0.2,21.485850225692598
0,100,0.2,0.8,0.2,0.2,0.8,0.8,0.2,0.2,0.8,26.069553756019378
0,100,0.2,0.8,0.2,0.2,0.8,0.2,0.8,0.8,0.8,26.7880268377972
0,100,0.2,0.8,0.2,0.2,0.8,0.8,0.8,0.2,0.2,23.72293144716542
0,100,0.2,0.8,0.2,0.2,0.8,0.8,0.2,0.8,0.8,26.889364221563465
0,100,0.2,0.8,0.2,0.2,0.8,0.8,0.8,0.8,0.2,23.79652317741647
0,100,0.2,0.8,0.2,0.2,0.8,0.8,0.8,0.2,0.8,27.66509816947475
0,100,0.2,0.8,0.2,0.2,0.8,0.8,0.8,0.8,0.8,25.15848017848542
0,100,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.2,0.2,29.755191885492806
0,100,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.8,0.2,28.42785882760309
0,100,0.2,0.8,0.2,0.8,0.2,0.2,0.8,0.2,0.2,29.583169971075236
0,100,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.2,0.8,30.981911093271147
0,100,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.8,0.8,31.189405093859076
0,100,0.2,0.8,0.2,0.8,0.2,0.2,0.8,0.2,0.8,29.438083881097622
0,100,0.2,0.8,0.2,0.8,0.2,0.2,0.8,0.8,0.2,30.957088009359364
0,100,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.2,0.2,27.794129663367347
0,100,0.2,0.8,0.2,0.8,0.2,0.2,0.8,0.8,0.8,30.57492108435379
0,100,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,28.958406818816076
0,100,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.2,0.8,29.029468234919772
0,100,0.2,0.8,0.2,0.8,0.2,0.8,0.8,0.2,0.2,28.712570349671793
0,100,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.8,29.10360159274856
0,100,0.2,0.8,0.2,0.8,0.2,0.8,0.8,0.2,0.8,29.765279005047542
0,100,0.2,0.8,0.2,0.8,0.2,0.8,0.8,0.8,0.2,27.682501920171152
0,100,0.2,0.8,0.2,0.8,0.2,0.8,0.8,0.8,0.8,29.582808955534304
0,100,0.2,0.8,0.2,0.8,0.8,0.2,0.2,0.2,0.2,23.12849702651511
0,100,0.2,0.8,0.2,0.8,0.8,0.2,0.2,0.8,0.2,23.423401743388435
0,100,0.2,0.8,0.2,0.8,0.8,0.2,0.2,0.2,0.8,25.940738470363403
0,100,0.2,0.8,0.2,0.8,0.8,0.2,0.2,0.8,0.8,27.535378007199313
0,100,0.2,0.8,0.2,0.8,0.8,0.2,0.8,0.2,0.2,22.961161094178312
0,100,0.2,0.8,0.2,0.8,0.8,0.2,0.8,0.8,0.2,23.741443001196888
0,100,0.2,0.8,0.2,0.8,0.8,0.2,0.8,0.2,0.8,27.152422646009125
0,100,0.2,0.8,0.2,0.8,0.8,0.8,0.2,0.2,0.2,23.554267324356143
0,100,0.2,0.8,0.2,0.8,0.8,0.8,0.2,0.2,0.8,25.715232184380337
0,100,0.2,0.8,0.2,0.8,0.8,0.8,0.2,0.8,0.2,23.61041630028537
0,100,0.2,0.8,0.2,0.8,0.8,0.2,0.8,0.8,0.8,26.947822635311226
0,100,0.2,0.8,0.2,0.8,0.8,0.8,0.2,0.8,0.8,26.98059441474963
0,100,0.2,0.8,0.2,0.8,0.8,0.8,0.8,0.2,0.2,23.51890786734334
0,100,0.2,0.8,0.2,0.8,0.8,0.8,0.8,0.8,0.2,21.56717411862475
0,100,0.2,0.8,0.2,0.8,0.8,0.8,0.8,0.2,0.8,26.56553763198706
0,100,0.2,0.8,0.2,0.8,0.8,0.8,0.8,0.8,0.8,26.38462645270032
0,100,0.2,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.2,26.11238668909955
0,100,0.2,0.8,0.8,0.2,0.2,0.2,0.2,0.8,0.2,25.662047900018436
0,100,0.2,0.8,0.8,0.2,0.2,0.2,0.2,0.8,0.8,28.89157965208614
0,100,0.2,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.8,28.59677497747035
0,100,0.2,0.8,0.8,0.2,0.2,0.2,0.8,0.2,0.2,26.227607987115118
0,100,0.2,0.8,0.8,0.2,0.2,0.2,0.8,0.2,0.8,27.50742385033563
0,100,0.2,0.8,0.8,0.2,0.2,0.2,0.8,0.8,0.2,26.421838376879958
0,100,0.2,0.8,0.8,0.2,0.2,0.2,0.8,0.8,0.8,27.53570374524782
0,100,0.2,0.8,0.8,0.2,0.2,0.8,0.2,0.2,0.2,28.16675286548323
0,100,0.2,0.8,0.8,0.2,0.2,0.8,0.2,0.8,0.2,26.412268681144752
0,100,0.2,0.8,0.8,0.2,0.2,0.8,0.2,0.2,0.8,27.778784646996087
0,100,0.2,0.8,0.8,0.2,0.2,0.8,0.2,0.8,0.8,28.215468809089327
0,100,0.2,0.8,0.8,0.2,0.2,0.8,0.8,0.2,0.2,27.116700358230133
0,100,0.2,0.8,0.8,0.2,0.2,0.8,0.8,0.8,0.2,27.005966143966493
0,100,0.2,0.8,0.8,0.2,0.2,0.8,0.8,0.2,0.8,28.898645073224866
0,100,0.2,0.8,0.8,0.2,0.8,0.2,0.2,0.2,0.2,20.174445178027923
0,100,0.2,0.8,0.8,0.2,0.2,0.8,0.8,0.8,0.8,29.336354569570034
0,100,0.2,0.8,0.8,0.2,0.8,0.2,0.2,0.8,0.2,20.31950237706756
0,100,0.2,0.8,0.8,0.2,0.8,0.2,0.8,0.2,0.2,19.065796570076788
0,100,0.2,0.8,0.8,0.2,0.8,0.2,0.2,0.2,0.8,26.082923552947353
0,100,0.2,0.8,0.8,0.2,0.8,0.2,0.2,0.8,0.8,24.922146561605103
0,100,0.2,0.8,0.8,0.2,0.8,0.2,0.8,0.2,0.8,24.270956959179994
0,100,0.2,0.8,0.8,0.2,0.8,0.2,0.8,0.8,0.2,21.44878762413585
0,100,0.2,0.8,0.8,0.2,0.8,0.8,0.2,0.2,0.2,21.88853243711503
0,100,0.2,0.8,0.8,0.2,0.8,0.8,0.2,0.8,0.2,20.009427494898354
0,100,0.2,0.8,0.8,0.2,0.8,0.2,0.8,0.8,0.8,25.02820640761732
0,100,0.2,0.8,0.8,0.2,0.8,0.8,0.8,0.2,0.2,23.255553986047612
0,100,0.2,0.8,0.8,0.2,0.8,0.8,0.2,0.2,0.8,25.581895952941988
0,100,0.2,0.8,0.8,0.2,0.8,0.8,0.8,0.8,0.2,22.254805700585504
0,100,0.2,0.8,0.8,0.2,0.8,0.8,0.2,0.8,0.8,27.215435764051392
0,100,0.2,0.8,0.8,0.2,0.8,0.8,0.8,0.2,0.8,28.526466830757084
0,100,0.2,0.8,0.8,0.2,0.8,0.8,0.8,0.8,0.8,24.220272716209138
0,100,0.2,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,25.808815890393944
0,100,0.2,0.8,0.8,0.8,0.2,0.2,0.2,0.8,0.2,26.980244588374678
0,100,0.2,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.8,27.661120182006744
0,100,0.2,0.8,0.8,0.8,0.2,0.2,0.8,0.2,0.2,26.624857527074067
0,100,0.2,0.8,0.8,0.8,0.2,0.2,0.2,0.8,0.8,29.253908663721347
0,100,0.2,0.8,0.8,0.8,0.2,0.2,0.8,0.2,0.8,27.582360886956806
0,100,0.2,0.8,0.8,0.8,0.2,0.2,0.8,0.8,0.2,26.901943155188643
0,100,0.2,0.8,0.8,0.8,0.2,0.8,0.2,0.2,0.2,27.38122954435868
0,100,0.2,0.8,0.8,0.8,0.2,0.8,0.2,0.8,0.2,26.823644688475696
0,100,0.2,0.8,0.8,0.8,0.2,0.2,0.8,0.8,0.8,28.076457431031333
0,100,0.2,0.8,0.8,0.8,0.2,0.8,0.2,0.2,0.8,27.099926852391025
0,100,0.2,0.8,0.8,0.8,0.2,0.8,0.2,0.8,0.8,28.211400435650017
0,100,0.2,0.8,0.8,0.8,0.2,0.8,0.8,0.2,0.2,25.476614238175546
0,100,0.2,0.8,0.8,0.8,0.2,0.8,0.8,0.8,0.2,25.52308639898584
0,100,0.2,0.8,0.8,0.8,0.2,0.8,0.8,0.2,0.8,28.30341772566277
0,100,0.2,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,22.013747722216525
0,100,0.2,0.8,0.8,0.8,0.2,0.8,0.8,0.8,0.8,27.96142513917793
0,100,0.2,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.8,25.689120106825225
0,100,0.2,0.8,0.8,0.8,0.8,0.2,0.2,0.8,0.2,20.290524399091037
0,100,0.2,0.8,0.8,0.8,0.8,0.2,0.8,0.2,0.2,21.27593878096242
0,100,0.2,0.8,0.8,0.8,0.8,0.2,0.2,0.8,0.8,23.774639855162604
0,100,0.2,0.8,0.8,0.8,0.8,0.2,0.8,0.2,0.8,23.443152419962427
0,100,0.2,0.8,0.8,0.8,0.8,0.2,0.8,0.8,0.2,22.267689519854756
0,100,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.8,0.2,22.063245126140014
0,100,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,23.647696807794954
0,100,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.8,27.371206671673786
0,100,0.2,0.8,0.8,0.8,0.8,0.2,0.8,0.8,0.8,25.292903940906612
0,100,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,22.120559760964
0,100,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.8,0.8,26.722292908826983
0,100,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,20.81384649085697
0,100,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.8,24.62507732696748
0,100,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,27.65531598379556
0,100,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,24.81931659226223
0,100,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,29.190574136267767
0,100,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,28.549083612744145
0,100,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.8,29.96907899097694
0,100,0.8,0.2,0.2,0.2,0.2,0.2,0.8,0.2,0.2,27.756765646809644
0,100,0.8,0.2,0.2,0.2,0.2,0.2,0.8,0.2,0.8,28.85258649944983
0,100,0.8,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.2,28.04760670443916
0,100,0.8,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,29.99345882924476
0,100,0.8,0.2,0.2,0.2,0.2,0.8,0.2,0.2,0.2,26.860795250139102
0,100,0.8,0.2,0.2,0.2,0.2,0.8,0.2,0.8,0.2,28.89330030791019
0,100,0.8,0.2,0.2,0.2,0.2,0.8,0.2,0.2,0.8,28.68337673939222
0,100,0.8,0.2,0.2,0.2,0.2,0.8,0.8,0.2,0.2,26.597268209526135
0,100,0.8,0.2,0.2,0.2,0.2,0.8,0.2,0.8,0.8,30.32956148551995
0,100,0.8,0.2,0.2,0.2,0.2,0.8,0.8,0.2,0.8,28.326568487314756
0,100,0.8,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.2,28.25268576783128
0,100,0.8,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,27.703547455175624
0,100,0.8,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,22.594188892449505
0,100,0.8,0.2,0.2,0.2,0.8,0.2,0.2,0.8,0.2,22.7230749792262
0,100,0.8,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.8,25.631817217261684
0,100,0.8,0.2,0.2,0.2,0.8,0.2,0.8,0.2,0.2,23.174236071204614
0,100,0.8,0.2,0.2,0.2,0.8,0.2,0.2,0.8,0.8,25.906630403333086
0,100,0.8,0.2,0.2,0.2,0.8,0.2,0.8,0.8,0.2,21.907902421381603
0,100,0.8,0.2,0.2,0.2,0.8,0.2,0.8,0.2,0.8,24.861156103161708
0,100,0.8,0.2,0.2,0.2,0.8,0.8,0.2,0.2,0.2,22.865103921090235
0,100,0.8,0.2,0.2,0.2,0.8,0.8,0.2,0.2,0.8,26.32124964935922
0,100,0.8,0.2,0.2,0.2,0.8,0.2,0.8,0.8,0.8,25.17435703885306
0,100,0.8,0.2,0.2,0.2,0.8,0.8,0.2,0.8,0.2,23.359743299427404
0,100,0.8,0.2,0.2,0.2,0.8,0.8,0.2,0.8,0.8,25.683297644726306
0,100,0.8,0.2,0.2,0.2,0.8,0.8,0.8,0.2,0.2,23.311235269660568
0,100,0.8,0.2,0.2,0.2,0.8,0.8,0.8,0.2,0.8,23.449811248386933
